74715.00.0
71252.00.0
73657.00.0
74322.00.0
72190.00.0
73950.00.0
72286.00.0
73670.00.0
74406.00.0
72500.00.0
73697.00.0
70719.00.0
70630.00.0
71040.00.0
72525.00.0
70241.00.0
70136.00.0
71196.00.0
72858.00.0
71062.00.0
72508.00.0
70390.00.0
70605.00.0
71208.00.0
73166.00.0
