1751668.00.0
1665554.00.0
1685999.00.0
1683237.00.0
1660652.00.0
1673560.00.0
1664263.00.0
1668563.00.0
1677426.00.0
1668527.00.0
1676093.00.0
1698893.00.0
1676822.00.0
1689073.00.0
1681611.00.0
1670703.00.0
1675914.00.0
1668880.00.0
1673876.00.0
1673244.00.0
1676601.00.0
1663157.00.0
1679083.00.0
1668171.00.0
1674301.00.0
